,Song_name,eric-clapton
60,dont blame me   ,"""Hear my story and listen well; Truth is in all that I tell. It could never have been me. I did not shoot no deputy."", ""Mr. Grant, the deputy, Friend to my whole family. He always tell me when John Brown Was getting ready to come around."", ""Don't blame me. Don't blame me."", ""I hide it all except a few seeds And make him think I plant for me. When Mr. Grant and I know all the while We've got enough for the whole island."", ""Three years now we sell it in town Under the bucket that goes down. No one knew of it but three: Mr. Grant, Davis and me."", ""I swear by God it is a plot; Davis sent me here to rot. Listen people, can't you see Mr. Davis shot the deputy."""
61,going left   ,
62,hold on im coming   ,
63,further on up the road   ,"""Further on up the road someone's gonna hurt you like you hurt me Further on up the road someone's gonna hurt you like you hurt me Further on up the road, baby, just you wait and see"", ""You gotta reap just what you sow; that old saying is true You gotta reap just what you sow; that old saying is true Just like you mistreat someone, someone's gonna mistreat you"", ""You been laughing, pretty baby, someday you're gonna be crying You been laughing, pretty baby, someday you're gonna be crying Further on up the road you'll find out I wasn't lying"", ""Further on up the road someone's gonna hurt you like you hurt me Further on up the road someone's gonna hurt you like you hurt me Further on up the road, baby, just you wait and see"""
64,little rachel   ,"""by Jim Byfield"", ""You don't need no high I.Q. To get right down and sing the blues. If you're down, here's what to do; Me and my guitar will sing for you."", ""Oh, little Rachel, oh. Oh, little Rachel, oh. Oh, little Rachel, oh. Oh, little Rachel, oh."", ""I got a box and an old whisk broom. We gonna rock around the room. When my guitar plays this tune, We gonna dance to the light of the moon."", ""Chorus"", ""What you feel, that ain't no jive. The get down sound makes you feel alive."", ""Chorus"", ""Push it, little Rachel, push it. Push it, little Rachel, push it."", ""Pull it, little Rachel, pull it. Pull it, little Rachel, pull it."""
65,hoochie coochie man live   ,"""Gypsy woman told my mother 'fore I was born You got a boy-child coming, gonna be a son of a gun Gonna make pretty womens jump and shout And then the world wanna know what this all about"", ""But you know I'm here Everybody knows I'm here Well, I'm the hoochie coochie man Everybody knows I'm here"", ""I got the black cat bone and I got a mojo tooth I got the John the Conquerer Root, gonna mess with you I'm gonna make you girls lead me by my hand And then the world will know the hoochie coochie man"", ""But you know I'm here Everybody knows I'm here Well, I'm the hoochie coochie man Everybody knows I'm here"", ""On the seventh hour, on the seventh day On the seventh month, seven doctors say \""He was born for good luck, that you'll see\"" I got seven hundred dollars; don't you mess with me!"", ""But you know I'm here Everybody knows I'm here Well, I'm the hoochie coochie man Everybody knows I'm here"""
66,high   ,"""by Eric Clapton"", ""High upon a mountain top Where the eagle builds his nest I shall go wandering, Trying to put my mind at rest, And I shall never cease Until the day I die."", ""He was once a friend of mine, But I did not know or care Until she said goodbye. I cried till I could hardly see The meaning of my life. What do I do now?"", ""First Verse"""
67,oohoohooh   ,
68,i dreamed i saw st augustine   ,"""I dreamed I saw St. Augustine Alive as you or me Tearing through these quarters In the utmost misery With a blanket underneath his arm And a coat of solid gold Searching for the very souls Whom already have been sold"", ""\""Arise, arise,\"" he cried so loud In a voice without restraint \""Come out, ye gifted kings and queens And hear my sad complaint No martyr is among ye now Whom you can call your own So go on your way accordingly But know you're not alone\"""", ""I dreamed I saw St. Augustine Alive with fiery breath And I dreamed I was amongst the ones That put him out to death Oh, I awoke in anger So alone and terrified I put my fingers against the glass And bowed my head and cried"""
69,parchman farm   ,
70,no alibis   ,"""I beg your pardon, hello darlin' This is me you're talkin' to Sit down and tell me about it And you don't have to shout it at me Tell me what you really want to do"", ""Don't give me no alibis No untrue stories you're trying to justify Don't want no alibis Just another reason for another lie"", ""Mountain gets steeper, the hole you dig gets deeper You better stop and climb out, yeah 'Cause, I'm trying to give it all to you, baby Baby, I can see right through you Sometimes you lose what it's all about"", ""Don't give me no alibis Can't go through life trying to justify Don't want no alibis Just another reason for another lie"", ""Don't give me no alibis No untrue stories you're trying to justify Don't want no alibis Just another reason for another lie"", ""Mountain gets steeper, the hole you dig is getting deeper You better reach and pull yourself out No one's ever gonna love you the way that I love you And I never want to see you doin' without"", ""Don't give me no alibis No untrue stories you're trying to justify Don't want no alibis Just another reason for another lie"", ""No untrue stories you're trying to justify Don't want no alibis Just another reason for another lie"""
71,i wish you would   ,"""by Billy Boy Arnold"", ""Early in the morning, 'bout the break of day, That's when my baby went away. Come back, baby, I wish you would, Try and love me, you won't do no good."", ""Walking and a-kissing late at night; I tell you now baby, I feel just right. Come now baby, whatcha trying to do? Trying to love me and some other man, too."", ""Come now baby, give me one more chance. You know I still love you, want to give you romance. Yeah romance, all night long, in my arms, woah yeah."", ""First Verse"", ""You know baby that I love you so. You know, pretty baby, it hurts me to see you go. Oh yeah, oh yeah."""
72,blues leave me alone   ,"""Blues, blues trying to drive me away from home Blues, blues trying to drive me away from home Had the blues so bad, blues followed me all day long"", ""Blues, blues won't let me take my rest Blues, blues won't let me take my rest My mind is rambling like a wild geese out in the west"", ""Well, you're my all day steady, baby you're my midnight dream Yes, you're my all day steady, baby you're my midnight dream I love that woman better than anyone I've ever seen"", ""Blues, blues follow me all day long Blues, blues follow me all day long Blues, blues won't you please leave me alone"""
